frame_id,image_name,keypoint_0_x,keypoint_0_y,keypoint_1_x,keypoint_1_y,keypoint_2_x,keypoint_2_y,keypoint_3_x,keypoint_3_y,keypoint_4_x,keypoint_4_y,keypoint_5_x,keypoint_5_y,keypoint_6_x,keypoint_6_y,keypoint_7_x,keypoint_7_y,keypoint_8_x,keypoint_8_y,keypoint_9_x,keypoint_9_y,keypoint_10_x,keypoint_10_y,keypoint_11_x,keypoint_11_y,keypoint_12_x,keypoint_12_y,keypoint_13_x,keypoint_13_y,keypoint_14_x,keypoint_14_y
123,005_004.png,0.4736328125,0.0947265625,0.4638671875,0.1220703125,0.4990234375,0.0732421875,0.5185546875,0.0986328125,0.4638671875,0.0634765625,0.4365234375,0.0986328125,0.4951171875,0.1142578125,0.7001953125,0.6767578125,0.6533203125,0.5498046875,0.6650390625,0.5751953125,0.4619140625,0.2041015625,0.5400390625,0.6181640625,0.6337890625,0.5810546875,0.5048828125,0.3544921875,0.6220703125,0.7177734375
124,005_005.png,0.4755859375,0.0927734375,0.4658203125,0.1201171875,0.4990234375,0.0712890625,0.5166015625,0.0986328125,0.4677734375,0.0615234375,0.4423828125,0.0947265625,0.4951171875,0.1123046875,0.6982421875,0.6767578125,0.6533203125,0.5517578125,0.6650390625,0.5751953125,0.4619140625,0.1982421875,0.5419921875,0.6201171875,0.6318359375,0.5849609375,0.5068359375,0.3486328125,0.6201171875,0.7158203125
125,005_006.png,0.4794921875,0.0869140625,0.4677734375,0.1162109375,0.5029296875,0.0654296875,0.5224609375,0.0947265625,0.4677734375,0.0595703125,0.4443359375,0.0908203125,0.4990234375,0.1064453125,0.7001953125,0.6787109375,0.6494140625,0.5537109375,0.6630859375,0.5751953125,0.4638671875,0.1962890625,0.5439453125,0.6181640625,0.6318359375,0.5849609375,0.5068359375,0.3447265625,0.6220703125,0.7177734375
126,005_007.png,0.4814453125,0.0810546875,0.4697265625,0.1083984375,0.5048828125,0.0615234375,0.5244140625,0.0888671875,0.4716796875,0.0537109375,0.4462890625,0.0849609375,0.5029296875,0.1025390625,0.7001953125,0.6787109375,0.6513671875,0.5517578125,0.6611328125,0.5751953125,0.4677734375,0.1884765625,0.5419921875,0.6181640625,0.6298828125,0.5849609375,0.5087890625,0.3427734375,0.6220703125,0.7158203125
127,005_008.png,0.4853515625,0.0771484375,0.4736328125,0.1044921875,0.5087890625,0.0576171875,0.5263671875,0.0830078125,0.4755859375,0.0498046875,0.4521484375,0.0810546875,0.5048828125,0.0986328125,0.7001953125,0.6767578125,0.6513671875,0.5517578125,0.6611328125,0.5751953125,0.4697265625,0.1865234375,0.5419921875,0.6162109375,0.6318359375,0.5849609375,0.5087890625,0.3466796875,0.6220703125,0.7177734375
128,005_009.png,0.4873046875,0.0732421875,0.4775390625,0.1025390625,0.5107421875,0.0537109375,0.5283203125,0.0791015625,0.4775390625,0.0458984375,0.4521484375,0.0791015625,0.5087890625,0.0927734375,0.7001953125,0.6787109375,0.6513671875,0.5517578125,0.6591796875,0.5751953125,0.4736328125,0.1826171875,0.5439453125,0.6103515625,0.6318359375,0.5830078125,0.5126953125,0.3349609375,0.6220703125,0.7158203125
129,005_010.png,0.4912109375,0.0693359375,0.4814453125,0.0966796875,0.5146484375,0.0517578125,0.5341796875,0.0771484375,0.4833984375,0.0400390625,0.4560546875,0.0732421875,0.5126953125,0.0908203125,0.7021484375,0.6767578125,0.6533203125,0.5498046875,0.6630859375,0.5751953125,0.4775390625,0.1767578125,0.5419921875,0.6162109375,0.6318359375,0.5810546875,0.5146484375,0.3369140625,0.6201171875,0.7177734375
130,005_011.png,0.4931640625,0.0673828125,0.4833984375,0.0908203125,0.5185546875,0.0478515625,0.5380859375,0.0712890625,0.4853515625,0.0380859375,0.4580078125,0.0712890625,0.5166015625,0.0849609375,0.7001953125,0.6787109375,0.6494140625,0.5498046875,0.6591796875,0.5751953125,0.4794921875,0.1748046875,0.5419921875,0.6123046875,0.6298828125,0.5810546875,0.5146484375,0.3349609375,0.6201171875,0.7158203125
131,005_012.png,0.4951171875,0.0615234375,0.4853515625,0.0908203125,0.5205078125,0.0458984375,0.5380859375,0.0732421875,0.4873046875,0.0380859375,0.4638671875,0.0693359375,0.5166015625,0.0869140625,0.7001953125,0.6806640625,0.6494140625,0.5478515625,0.6591796875,0.5732421875,0.4794921875,0.1728515625,0.5400390625,0.6162109375,0.6318359375,0.5791015625,0.5146484375,0.3369140625,0.6220703125,0.7177734375
132,005_013.png,0.4990234375,0.0634765625,0.4853515625,0.0908203125,0.5224609375,0.0439453125,0.5419921875,0.0693359375,0.4892578125,0.0341796875,0.4638671875,0.0654296875,0.5185546875,0.0830078125,0.7001953125,0.6787109375,0.6494140625,0.5498046875,0.6611328125,0.5732421875,0.4814453125,0.1748046875,0.5400390625,0.6142578125,0.6298828125,0.5810546875,0.5146484375,0.3349609375,0.6220703125,0.7158203125
133,005_014.png,0.4970703125,0.0673828125,0.4853515625,0.0947265625,0.5185546875,0.0478515625,0.5380859375,0.0732421875,0.4873046875,0.0361328125,0.4619140625,0.0712890625,0.5166015625,0.0869140625,0.7001953125,0.6806640625,0.6513671875,0.5498046875,0.6611328125,0.5751953125,0.4794921875,0.1748046875,0.5419921875,0.6162109375,0.6298828125,0.5830078125,0.5146484375,0.3369140625,0.6201171875,0.7158203125
134,005_015.png,0.4951171875,0.0693359375,0.4853515625,0.0986328125,0.5205078125,0.0498046875,0.5361328125,0.0771484375,0.4853515625,0.0419921875,0.4619140625,0.0712890625,0.5146484375,0.0927734375,0.7001953125,0.6806640625,0.6513671875,0.5537109375,0.6591796875,0.5771484375,0.4794921875,0.1787109375,0.5419921875,0.6162109375,0.6318359375,0.5849609375,0.5146484375,0.3427734375,0.6220703125,0.7177734375
135,005_016.png,0.4931640625,0.0732421875,0.4814453125,0.0986328125,0.5166015625,0.0537109375,0.5322265625,0.0810546875,0.4853515625,0.0439453125,0.4599609375,0.0751953125,0.5126953125,0.0927734375,0.6982421875,0.6845703125,0.6494140625,0.5537109375,0.6630859375,0.5791015625,0.4775390625,0.1806640625,0.5419921875,0.6162109375,0.6318359375,0.5849609375,0.5126953125,0.3388671875,0.6220703125,0.7177734375
136,005_017.png,0.4873046875,0.0732421875,0.4775390625,0.1005859375,0.5107421875,0.0537109375,0.5322265625,0.0791015625,0.4814453125,0.0439453125,0.4541015625,0.0791015625,0.5087890625,0.0947265625,0.7001953125,0.6767578125,0.6494140625,0.5537109375,0.6630859375,0.5771484375,0.4736328125,0.1845703125,0.5439453125,0.6123046875,0.6318359375,0.5810546875,0.5126953125,0.3388671875,0.6240234375,0.7158203125
137,005_018.png,0.4853515625,0.0791015625,0.4755859375,0.1083984375,0.5068359375,0.0595703125,0.5263671875,0.0849609375,0.4716796875,0.0517578125,0.4482421875,0.0830078125,0.5048828125,0.1005859375,0.6982421875,0.6806640625,0.6513671875,0.5517578125,0.6630859375,0.5791015625,0.4716796875,0.1884765625,0.5439453125,0.6162109375,0.6298828125,0.5849609375,0.5107421875,0.3466796875,0.6220703125,0.7158203125
138,005_019.png,0.4814453125,0.0830078125,0.4716796875,0.1103515625,0.5048828125,0.0634765625,0.5224609375,0.0888671875,0.4716796875,0.0537109375,0.4462890625,0.0869140625,0.5009765625,0.1025390625,0.7001953125,0.6787109375,0.6533203125,0.5537109375,0.6669921875,0.5751953125,0.4697265625,0.1923828125,0.5419921875,0.6162109375,0.6337890625,0.5810546875,0.5087890625,0.3525390625,0.6220703125,0.7197265625
139,005_020.png,0.4794921875,0.0869140625,0.4677734375,0.1142578125,0.5029296875,0.0673828125,0.5224609375,0.0927734375,0.4677734375,0.0576171875,0.4404296875,0.0908203125,0.5009765625,0.1064453125,0.7001953125,0.6767578125,0.6513671875,0.5537109375,0.6669921875,0.5732421875,0.4638671875,0.1982421875,0.5419921875,0.6181640625,0.6337890625,0.5849609375,0.5068359375,0.3544921875,0.6220703125,0.7177734375
140,005_021.png,0.4755859375,0.0888671875,0.4658203125,0.1162109375,0.4990234375,0.0693359375,0.5185546875,0.0947265625,0.4658203125,0.0595703125,0.4404296875,0.0908203125,0.4970703125,0.1083984375,0.7001953125,0.6767578125,0.6533203125,0.5517578125,0.6650390625,0.5751953125,0.4638671875,0.1962890625,0.5400390625,0.6181640625,0.6318359375,0.5830078125,0.5029296875,0.3544921875,0.6220703125,0.7197265625
141,005_022.png,0.4736328125,0.0908203125,0.4638671875,0.1181640625,0.4990234375,0.0693359375,0.5185546875,0.0947265625,0.4619140625,0.0615234375,0.4384765625,0.0966796875,0.4970703125,0.1103515625,0.6982421875,0.6767578125,0.6533203125,0.5478515625,0.6669921875,0.5732421875,0.4619140625,0.2001953125,0.5439453125,0.6142578125,0.6318359375,0.5830078125,0.5029296875,0.3525390625,0.6181640625,0.7138671875
142,005_023.png,0.4736328125,0.0908203125,0.4619140625,0.1201171875,0.4990234375,0.0712890625,0.5166015625,0.0986328125,0.4638671875,0.0595703125,0.4365234375,0.0947265625,0.4951171875,0.1123046875,0.6982421875,0.6806640625,0.6533203125,0.5498046875,0.6650390625,0.5732421875,0.4599609375,0.2001953125,0.5419921875,0.6162109375,0.6318359375,0.5810546875,0.5029296875,0.3583984375,0.6181640625,0.7158203125
143,005_024.png,0.4736328125,0.0947265625,0.4619140625,0.1220703125,0.4970703125,0.0732421875,0.5185546875,0.1005859375,0.4619140625,0.0654296875,0.4365234375,0.0947265625,0.4951171875,0.1142578125,0.7001953125,0.6728515625,0.6533203125,0.5498046875,0.6650390625,0.5732421875,0.4599609375,0.2021484375,0.5419921875,0.6142578125,0.6318359375,0.5810546875,0.5029296875,0.3583984375,0.6181640625,0.7197265625
144,006_001.png,0.6103515625,0.1064453125,0.5986328125,0.1298828125,0.6416015625,0.0869140625,0.6552734375,0.1162109375,0.6083984375,0.0751953125,0.5751953125,0.1044921875,0.6298828125,0.1279296875,0.5498046875,0.7080078125,0.6103515625,0.7724609375,0.6474609375,0.7451171875,0.5771484375,0.2099609375,0.5400390625,0.6728515625,0.7626953125,0.4931640625,0.5947265625,0.3134765625,0.6044921875,0.7998046875
145,006_002.png,0.6123046875,0.1064453125,0.5966796875,0.1337890625,0.6416015625,0.0888671875,0.6572265625,0.1181640625,0.6064453125,0.0751953125,0.5751953125,0.1064453125,0.6298828125,0.1318359375,0.5439453125,0.7099609375,0.6103515625,0.7744140625,0.6376953125,0.7607421875,0.5751953125,0.2099609375,0.5380859375,0.6748046875,0.7607421875,0.4951171875,0.5927734375,0.3193359375,0.5966796875,0.7998046875
146,006_003.png,0.6123046875,0.1064453125,0.5966796875,0.1298828125,0.6416015625,0.0888671875,0.6552734375,0.1181640625,0.6103515625,0.0751953125,0.5771484375,0.1025390625,0.6318359375,0.1279296875,0.5439453125,0.7119140625,0.6123046875,0.7744140625,0.6435546875,0.7568359375,0.5771484375,0.2060546875,0.5361328125,0.6728515625,0.7587890625,0.4990234375,0.5927734375,0.3173828125,0.5986328125,0.7998046875
147,006_004.png,0.6142578125,0.1083984375,0.5986328125,0.1318359375,0.6416015625,0.0927734375,0.6552734375,0.1201171875,0.6103515625,0.0771484375,0.5771484375,0.1083984375,0.6298828125,0.1318359375,0.5419921875,0.7080078125,0.6142578125,0.7724609375,0.6435546875,0.7587890625,0.5771484375,0.2119140625,0.5341796875,0.6728515625,0.7568359375,0.4970703125,0.5927734375,0.3232421875,0.6044921875,0.7998046875
148,006_005.png,0.6142578125,0.1064453125,0.5986328125,0.1318359375,0.6416015625,0.0888671875,0.6572265625,0.1181640625,0.6103515625,0.0751953125,0.5791015625,0.1044921875,0.6318359375,0.1279296875,0.5400390625,0.7060546875,0.6162109375,0.7744140625,0.6455078125,0.7568359375,0.5791015625,0.2080078125,0.5322265625,0.6748046875,0.7548828125,0.4970703125,0.5927734375,0.3232421875,0.6123046875,0.7998046875
149,006_006.png,0.6142578125,0.1083984375,0.6005859375,0.1318359375,0.6455078125,0.0908203125,0.6591796875,0.1181640625,0.6123046875,0.0751953125,0.5791015625,0.1064453125,0.6337890625,0.1298828125,0.5419921875,0.7080078125,0.6181640625,0.7763671875,0.6455078125,0.7607421875,0.5791015625,0.2099609375,0.5341796875,0.6767578125,0.7529296875,0.4990234375,0.5947265625,0.3173828125,0.6025390625,0.7998046875
150,006_007.png,0.6181640625,0.1005859375,0.6044921875,0.1259765625,0.6494140625,0.0830078125,0.6630859375,0.1142578125,0.6162109375,0.0693359375,0.5830078125,0.0986328125,0.6376953125,0.1240234375,0.5380859375,0.7080078125,0.6220703125,0.7763671875,0.6474609375,0.7587890625,0.5830078125,0.2041015625,0.5302734375,0.6728515625,0.7529296875,0.4951171875,0.5966796875,0.3154296875,0.6044921875,0.7978515625
151,006_008.png,0.6201171875,0.1005859375,0.6064453125,0.1240234375,0.6513671875,0.0830078125,0.6630859375,0.1123046875,0.6201171875,0.0673828125,0.5849609375,0.0966796875,0.6376953125,0.1220703125,0.5361328125,0.7060546875,0.6201171875,0.7744140625,0.6474609375,0.7587890625,0.5849609375,0.2001953125,0.5302734375,0.6748046875,0.7509765625,0.4990234375,0.5986328125,0.3134765625,0.6025390625,0.7958984375
152,006_009.png,0.6259765625,0.0927734375,0.6103515625,0.1201171875,0.6533203125,0.0771484375,0.6689453125,0.1083984375,0.6240234375,0.0615234375,0.5908203125,0.0927734375,0.6435546875,0.1181640625,0.5322265625,0.7041015625,0.6259765625,0.7724609375,0.6533203125,0.7548828125,0.5869140625,0.1962890625,0.5283203125,0.6728515625,0.7490234375,0.4951171875,0.6005859375,0.3076171875,0.6044921875,0.7958984375
153,006_010.png,0.6259765625,0.0947265625,0.6123046875,0.1201171875,0.6572265625,0.0751953125,0.6708984375,0.1064453125,0.6220703125,0.0615234375,0.5888671875,0.0927734375,0.6455078125,0.1162109375,0.5341796875,0.7041015625,0.6259765625,0.7744140625,0.6533203125,0.7529296875,0.5869140625,0.1982421875,0.5263671875,0.6728515625,0.7490234375,0.4931640625,0.6044921875,0.3017578125,0.6083984375,0.7958984375
154,006_011.png,0.6298828125,0.0908203125,0.6142578125,0.1181640625,0.6572265625,0.0751953125,0.6728515625,0.1044921875,0.6279296875,0.0615234375,0.5947265625,0.0908203125,0.6474609375,0.1142578125,0.5341796875,0.7041015625,0.6240234375,0.7724609375,0.6533203125,0.7568359375,0.5888671875,0.1962890625,0.5283203125,0.6748046875,0.7490234375,0.4931640625,0.6005859375,0.3095703125,0.6064453125,0.7958984375
155,006_012.png,0.6318359375,0.0888671875,0.6142578125,0.1181640625,0.6591796875,0.0751953125,0.6728515625,0.1044921875,0.6298828125,0.0556640625,0.5966796875,0.0869140625,0.6455078125,0.1142578125,0.5361328125,0.7041015625,0.6240234375,0.7744140625,0.6513671875,0.7587890625,0.5908203125,0.1943359375,0.5302734375,0.6748046875,0.7470703125,0.4931640625,0.6005859375,0.3115234375,0.6181640625,0.7978515625
156,006_013.png,0.6298828125,0.0908203125,0.6162109375,0.1181640625,0.6591796875,0.0751953125,0.6728515625,0.1025390625,0.6279296875,0.0615234375,0.5966796875,0.0888671875,0.6474609375,0.1142578125,0.5361328125,0.7041015625,0.6240234375,0.7724609375,0.6513671875,0.7568359375,0.5908203125,0.1904296875,0.5283203125,0.6728515625,0.7490234375,0.4951171875,0.6005859375,0.3154296875,0.6142578125,0.7978515625
157,006_014.png,0.6298828125,0.0927734375,0.6142578125,0.1181640625,0.6572265625,0.0791015625,0.6708984375,0.1064453125,0.6298828125,0.0615234375,0.5966796875,0.0927734375,0.6474609375,0.1181640625,0.5341796875,0.7021484375,0.6220703125,0.7724609375,0.6494140625,0.7587890625,0.5908203125,0.1962890625,0.5283203125,0.6748046875,0.7490234375,0.4951171875,0.6005859375,0.3134765625,0.6103515625,0.7978515625
158,006_015.png,0.6279296875,0.0966796875,0.6123046875,0.1201171875,0.6572265625,0.0771484375,0.6708984375,0.1083984375,0.6259765625,0.0634765625,0.5927734375,0.0927734375,0.6455078125,0.1181640625,0.5361328125,0.7060546875,0.6240234375,0.7744140625,0.6513671875,0.7568359375,0.5888671875,0.2001953125,0.5283203125,0.6728515625,0.7490234375,0.4970703125,0.6005859375,0.3115234375,0.6103515625,0.7998046875
159,006_016.png,0.6259765625,0.0966796875,0.6123046875,0.1220703125,0.6552734375,0.0791015625,0.6689453125,0.1083984375,0.6240234375,0.0654296875,0.5908203125,0.0947265625,0.6435546875,0.1201171875,0.5380859375,0.7080078125,0.6220703125,0.7763671875,0.6494140625,0.7607421875,0.5869140625,0.2001953125,0.5302734375,0.6748046875,0.7509765625,0.4970703125,0.5986328125,0.3154296875,0.5966796875,0.7939453125
160,006_017.png,0.6240234375,0.0966796875,0.6103515625,0.1220703125,0.6533203125,0.0810546875,0.6669921875,0.1103515625,0.6220703125,0.0654296875,0.5888671875,0.0966796875,0.6416015625,0.1201171875,0.5380859375,0.7060546875,0.6201171875,0.7763671875,0.6474609375,0.7607421875,0.5869140625,0.2001953125,0.5302734375,0.6748046875,0.7509765625,0.5009765625,0.5986328125,0.3232421875,0.6044921875,0.7998046875
161,006_018.png,0.6201171875,0.1025390625,0.6064453125,0.1298828125,0.6513671875,0.0830078125,0.6650390625,0.1123046875,0.6162109375,0.0712890625,0.5849609375,0.1044921875,0.6416015625,0.1240234375,0.5400390625,0.7060546875,0.6201171875,0.7744140625,0.6494140625,0.7529296875,0.5849609375,0.2060546875,0.5283203125,0.6748046875,0.7529296875,0.4970703125,0.5986328125,0.3212890625,0.6123046875,0.7998046875
162,006_019.png,0.6181640625,0.1025390625,0.6044921875,0.1279296875,0.6455078125,0.0849609375,0.6611328125,0.1162109375,0.6142578125,0.0712890625,0.5830078125,0.1005859375,0.6357421875,0.1259765625,0.5400390625,0.7080078125,0.6181640625,0.7724609375,0.6474609375,0.7568359375,0.5830078125,0.2041015625,0.5322265625,0.6728515625,0.7548828125,0.4970703125,0.5947265625,0.3232421875,0.6142578125,0.7998046875
163,006_020.png,0.6162109375,0.1025390625,0.6025390625,0.1259765625,0.6455078125,0.0849609375,0.6611328125,0.1123046875,0.6123046875,0.0712890625,0.5810546875,0.1005859375,0.6337890625,0.1240234375,0.5419921875,0.7099609375,0.6162109375,0.7763671875,0.6455078125,0.7548828125,0.5810546875,0.2060546875,0.5322265625,0.6728515625,0.7568359375,0.4931640625,0.5947265625,0.3251953125,0.6025390625,0.7978515625
164,006_021.png,0.6142578125,0.1044921875,0.5986328125,0.1279296875,0.6435546875,0.0849609375,0.6591796875,0.1162109375,0.6123046875,0.0712890625,0.5771484375,0.1044921875,0.6318359375,0.1259765625,0.5419921875,0.7080078125,0.6142578125,0.7724609375,0.6416015625,0.7587890625,0.5791015625,0.2080078125,0.5341796875,0.6708984375,0.7568359375,0.4951171875,0.5966796875,0.3173828125,0.6083984375,0.7998046875
165,006_022.png,0.6123046875,0.1025390625,0.5986328125,0.1259765625,0.6416015625,0.0869140625,0.6552734375,0.1162109375,0.6123046875,0.0712890625,0.5791015625,0.1005859375,0.6318359375,0.1240234375,0.5419921875,0.7099609375,0.6142578125,0.7724609375,0.6435546875,0.7568359375,0.5771484375,0.2060546875,0.5341796875,0.6748046875,0.7587890625,0.4931640625,0.5947265625,0.3154296875,0.6005859375,0.7998046875
166,006_023.png,0.6123046875,0.1044921875,0.5966796875,0.1318359375,0.6396484375,0.0869140625,0.6552734375,0.1162109375,0.6083984375,0.0732421875,0.5771484375,0.1044921875,0.6318359375,0.1279296875,0.5458984375,0.7080078125,0.6123046875,0.7744140625,0.6396484375,0.7587890625,0.5771484375,0.2060546875,0.5361328125,0.6708984375,0.7607421875,0.4951171875,0.5927734375,0.3134765625,0.5986328125,0.7958984375
167,006_024.png,0.6123046875,0.1044921875,0.5986328125,0.1298828125,0.6396484375,0.0888671875,0.6552734375,0.1181640625,0.6103515625,0.0732421875,0.5771484375,0.1025390625,0.6298828125,0.1279296875,0.5458984375,0.7080078125,0.6103515625,0.7763671875,0.6376953125,0.7607421875,0.5771484375,0.2060546875,0.5380859375,0.6728515625,0.7607421875,0.4931640625,0.5927734375,0.3134765625,0.5927734375,0.7978515625
168,007_001.png,0.7119140625,0.2353515625,0.6923828125,0.2568359375,0.7451171875,0.2236328125,0.7548828125,0.2548828125,0.7158203125,0.2060546875,0.6787109375,0.2275390625,0.7275390625,0.2587890625,0.5966796875,0.4775390625,0.6611328125,0.6123046875,0.6513671875,0.6474609375,0.6533203125,0.3173828125,0.5126953125,0.5810546875,0.7412109375,0.2822265625,0.6357421875,0.4111328125,0.6748046875,0.6318359375
169,007_002.png,0.7158203125,0.2314453125,0.6943359375,0.2529296875,0.7470703125,0.2197265625,0.7548828125,0.2509765625,0.7177734375,0.2001953125,0.6806640625,0.2236328125,0.7275390625,0.2548828125,0.5986328125,0.4775390625,0.6591796875,0.6103515625,0.6494140625,0.6474609375,0.6513671875,0.3173828125,0.5126953125,0.5810546875,0.7431640625,0.2783203125,0.6337890625,0.4150390625,0.6767578125,0.6259765625
170,007_003.png,0.7138671875,0.2333984375,0.6943359375,0.2548828125,0.7470703125,0.2216796875,0.7568359375,0.2529296875,0.7177734375,0.2041015625,0.6806640625,0.2255859375,0.7275390625,0.2587890625,0.5966796875,0.4814453125,0.6572265625,0.6123046875,0.6474609375,0.6474609375,0.6513671875,0.3193359375,0.5107421875,0.5791015625,0.7451171875,0.2802734375,0.6376953125,0.4091796875,0.6748046875,0.6240234375
171,007_004.png,0.7158203125,0.2333984375,0.6962890625,0.2548828125,0.7490234375,0.2255859375,0.7568359375,0.2568359375,0.7216796875,0.2021484375,0.6806640625,0.2216796875,0.7275390625,0.2587890625,0.5966796875,0.4775390625,0.6533203125,0.6142578125,0.6494140625,0.6455078125,0.6533203125,0.3134765625,0.5068359375,0.5810546875,0.7431640625,0.2822265625,0.6396484375,0.4091796875,0.6728515625,0.6259765625
172,007_005.png,0.7177734375,0.2333984375,0.6982421875,0.2509765625,0.7509765625,0.2216796875,0.7568359375,0.2529296875,0.7197265625,0.2021484375,0.6826171875,0.2236328125,0.7294921875,0.2568359375,0.5966796875,0.4814453125,0.6494140625,0.6123046875,0.6474609375,0.6455078125,0.6552734375,0.3134765625,0.5087890625,0.5810546875,0.7431640625,0.2802734375,0.6357421875,0.4130859375,0.6201171875,0.5537109375
173,007_006.png,0.7177734375,0.2333984375,0.6982421875,0.2529296875,0.7509765625,0.2216796875,0.7587890625,0.2529296875,0.7197265625,0.2021484375,0.6826171875,0.2255859375,0.7294921875,0.2587890625,0.5966796875,0.4814453125,0.6494140625,0.6123046875,0.6474609375,0.6455078125,0.6552734375,0.3154296875,0.5087890625,0.5791015625,0.7431640625,0.2802734375,0.6376953125,0.4111328125,0.6220703125,0.5498046875
174,007_007.png,0.7197265625,0.2333984375,0.6982421875,0.2529296875,0.7509765625,0.2216796875,0.7607421875,0.2529296875,0.7236328125,0.2021484375,0.6845703125,0.2236328125,0.7314453125,0.2587890625,0.5986328125,0.4794921875,0.6474609375,0.6103515625,0.6455078125,0.6455078125,0.6572265625,0.3154296875,0.5107421875,0.5810546875,0.7451171875,0.2822265625,0.6357421875,0.4130859375,0.6689453125,0.6201171875
175,007_008.png,0.7197265625,0.2333984375,0.6982421875,0.2548828125,0.7509765625,0.2216796875,0.7607421875,0.2529296875,0.7216796875,0.2041015625,0.6865234375,0.2255859375,0.7333984375,0.2587890625,0.6025390625,0.4775390625,0.6455078125,0.6103515625,0.6435546875,0.6455078125,0.6552734375,0.3173828125,0.5126953125,0.5791015625,0.7451171875,0.2822265625,0.6376953125,0.4072265625,0.6630859375,0.6259765625
176,007_009.png,0.7216796875,0.2314453125,0.7001953125,0.2509765625,0.7529296875,0.2216796875,0.7626953125,0.2529296875,0.7255859375,0.2021484375,0.6884765625,0.2236328125,0.7333984375,0.2568359375,0.5986328125,0.4755859375,0.6455078125,0.6103515625,0.6474609375,0.6435546875,0.6572265625,0.3115234375,0.5087890625,0.5771484375,0.7451171875,0.2822265625,0.6416015625,0.4052734375,0.6669921875,0.6201171875
177,007_010.png,0.7216796875,0.2314453125,0.7021484375,0.2529296875,0.7548828125,0.2216796875,0.7626953125,0.2529296875,0.7275390625,0.2001953125,0.6884765625,0.2216796875,0.7333984375,0.2568359375,0.6005859375,0.4755859375,0.6416015625,0.6083984375,0.6455078125,0.6416015625,0.6572265625,0.3134765625,0.5107421875,0.5771484375,0.7470703125,0.2802734375,0.6357421875,0.4130859375,0.6630859375,0.6201171875
178,007_011.png,0.7216796875,0.2314453125,0.7001953125,0.2509765625,0.7548828125,0.2216796875,0.7626953125,0.2529296875,0.7236328125,0.2001953125,0.6865234375,0.2236328125,0.7333984375,0.2587890625,0.6005859375,0.4755859375,0.6435546875,0.6064453125,0.6455078125,0.6396484375,0.6572265625,0.3154296875,0.5107421875,0.5751953125,0.7470703125,0.2802734375,0.6376953125,0.4072265625,0.6630859375,0.6181640625
179,007_012.png,0.7216796875,0.2314453125,0.7001953125,0.2529296875,0.7548828125,0.2236328125,0.7626953125,0.2548828125,0.7275390625,0.2001953125,0.6865234375,0.2236328125,0.7333984375,0.2568359375,0.6005859375,0.4716796875,0.6435546875,0.6083984375,0.6474609375,0.6396484375,0.6572265625,0.3134765625,0.5068359375,0.5751953125,0.7470703125,0.2822265625,0.6396484375,0.4052734375,0.6201171875,0.5517578125
180,007_013.png,0.7216796875,0.2333984375,0.7021484375,0.2529296875,0.7548828125,0.2236328125,0.7607421875,0.2548828125,0.7255859375,0.2021484375,0.6884765625,0.2216796875,0.7314453125,0.2587890625,0.6005859375,0.4736328125,0.6435546875,0.6083984375,0.6455078125,0.6416015625,0.6572265625,0.3115234375,0.5068359375,0.5751953125,0.7451171875,0.2822265625,0.6376953125,0.4091796875,0.6162109375,0.5576171875
181,007_014.png,0.7216796875,0.2353515625,0.7001953125,0.2568359375,0.7529296875,0.2255859375,0.7607421875,0.2568359375,0.7236328125,0.2060546875,0.6865234375,0.2255859375,0.7333984375,0.2607421875,0.5986328125,0.4794921875,0.6455078125,0.6103515625,0.6455078125,0.6435546875,0.6552734375,0.3173828125,0.5087890625,0.5791015625,0.7451171875,0.2841796875,0.6357421875,0.4111328125,0.6650390625,0.6181640625
182,007_015.png,0.7197265625,0.2333984375,0.7001953125,0.2548828125,0.7529296875,0.2255859375,0.7607421875,0.2548828125,0.7255859375,0.2041015625,0.6865234375,0.2255859375,0.7333984375,0.2587890625,0.5986328125,0.4794921875,0.6455078125,0.6083984375,0.6455078125,0.6416015625,0.6572265625,0.3154296875,0.5107421875,0.5771484375,0.7470703125,0.2822265625,0.6376953125,0.4130859375,0.6650390625,0.6201171875
183,007_016.png,0.7197265625,0.2373046875,0.6982421875,0.2548828125,0.7509765625,0.2255859375,0.7607421875,0.2568359375,0.7236328125,0.2060546875,0.6865234375,0.2275390625,0.7314453125,0.2607421875,0.5986328125,0.4814453125,0.6455078125,0.6123046875,0.6435546875,0.6474609375,0.6552734375,0.3173828125,0.5068359375,0.5810546875,0.7470703125,0.2841796875,0.6376953125,0.4111328125,0.6650390625,0.6240234375
184,007_017.png,0.7197265625,0.2333984375,0.7001953125,0.2548828125,0.7529296875,0.2236328125,0.7607421875,0.2529296875,0.7236328125,0.2021484375,0.6845703125,0.2255859375,0.7333984375,0.2587890625,0.5966796875,0.4833984375,0.6474609375,0.6103515625,0.6435546875,0.6455078125,0.6572265625,0.3134765625,0.5068359375,0.5810546875,0.7470703125,0.2802734375,0.6357421875,0.4150390625,0.6650390625,0.6259765625
